BJ-OY-ctrl-000006:1	OY03_08252:10-160
BJ-OY-ctrl-013286:1	OY14_32433:4400-4460
BJ-OY-ctrl-013334:1	OY14_23359:1650-1710
BJ-OY-ctrl-013337:1	OY14_45689:290-370
BJ-OY-ctrl-013350:1	OY14_01874:3230-3290
BJ-OY-ctrl-013352:1	OY01_02278:2010-2200
BJ-OY-ctrl-013376:1	OY11_03703:10-140
BJ-OY-ctrl-013379:1	OY14_13248:1920-2070
BJ-OY-ctrl-013391:1	OY14_41217:1410-1490
BJ-OY-ctrl-013411:1	OY05_05633:1250-1440
BJ-OY-ctrl-013448:1	OY03_04653:6030-6250
BJ-OY-ctrl-013541:1	OY05_00110:1230-1560
BJ-OY-ctrl-013542:1	OY14_15221:5730-5840
BJ-OY-ctrl-013554:1	OY15_10344:4950-5160
BJ-OY-ctrl-013570:1	OY14_16158:1070-1210
BJ-OY-ctrl-013617:1	OY15_16995:10-130
BJ-OY-ctrl-013658:1	OY01_02661:3190-3400
BJ-OY-ctrl-013705:1	OY14_24716:410-1090
BJ-OY-ctrl-013746:1	OY14_46743:1860-2240
BJ-OY-ctrl-013825:1	OY04_08415:200-370
BJ-OY-ctrl-013827:1	OY14_31907:450-530
BJ-OY-ctrl-013897:1	OY05_02753:120-160
BJ-OY-ctrl-013912:1	OY03_01966:250-620
BJ-OY-ctrl-013934:1	OY14_38554:410-540
BJ-OY-ctrl-013973:1	OY11_04491:2870-2990
BJ-OY-ctrl-013986:1	OY14_27684:2800-2820
BJ-OY-ctrl-014077:1	OY05_02636:1690-1980
BJ-OY-ctrl-014093:1	OY15_10294:3610-3760
BJ-OY-ctrl-014186:1	OY01_00805:900-1210
BJ-OY-ctrl-014214:1	OY03_01485:880-1020
BJ-OY-ctrl-014247:1	OY14_36780:3240-3520
BJ-OY-ctrl-014249:1	OY03_09672:2990-3070
BJ-OY-ctrl-014268:1	OY05_01327:1780-1980
BJ-OY-ctrl-014309:1	OY14_13749:4890-5020
BJ-OY-ctrl-014319:1	OY14_25047:320-430
BJ-OY-ctrl-014393:1	OY14_12768:1770-1870
BJ-OY-ctrl-014394:1	OY13_07278:2880-3060
BJ-OY-ctrl-014435:1	OY03_00422:2610-3010
BJ-OY-ctrl-014478:1	OY14_22206:360-460
BJ-OY-ctrl-014668:1	OY14_40359:2390-2520
BJ-OY-ctrl-014710:1	OY14_17136:120-180
BJ-OY-ctrl-014742:1	OY14_31655:1410-1550
BJ-OY-ctrl-014747:1	OY15_07561:1600-1810
BJ-OY-ctrl-014756:1	OY05_01327:1390-1500
BJ-OY-ctrl-014763:1	OY15_02469:1430-1630
BJ-OY-ctrl-014817:1	OY05_06660:2440-2780
BJ-OY-ctrl-014875:1	OY15_09999:720-880
BJ-OY-ctrl-015029:1	OY04_06759:14530-14670
BJ-OY-ctrl-015143:1	OY14_05641:3560-3660
BJ-OY-ctrl-015172:1	OY14_25131:110-270
BJ-OY-ctrl-015222:1	OY14_00882:1060-1240
BJ-OY-ctrl-015234:1	OY11_02791:730-900
BJ-OY-ctrl-015403:1	OY07_00280:1060-1170
BJ-OY-ctrl-015466:1	OY14_02078:620-810
BJ-OY-ctrl-015488:1	OY14_45654:1570-1800
BJ-OY-ctrl-015497:1	OY14_03119:900-1040
BJ-OY-ctrl-015516:1	OY15_20749:8990-9420
BJ-OY-ctrl-015583:1	OY15_18261:8110-8320
BJ-OY-ctrl-015755:1	OY15_14582:830-920
BJ-OY-ctrl-015817:1	OY14_31406:180-340
BJ-OY-ctrl-015900:1	OY15_04498:740-1200
BJ-OY-ctrl-016014:1	OY05_05901:3150-3350
BJ-OY-ctrl-016022:1	OY14_20749:1780-2020
BJ-OY-ctrl-016130:1	OY05_05946:1830-2120
BJ-OY-ctrl-016157:1	OY14_42494:2000-2150
BJ-OY-ctrl-016220:1	OY15_01000:5470-5720
BJ-OY-ctrl-016223:1	OY07_01765:290-520
BJ-OY-ctrl-016606:1	OY14_14607:3730-4100
BJ-OY-ctrl-016633:1	OY14_20283:690-770
BJ-OY-ctrl-016720:1	OY04_02919:13830-14040
BJ-OY-ctrl-016735:1	OY14_20988:6540-6770
BJ-OY-ctrl-016736:1	OY05_06305:150-540
BJ-OY-ctrl-016880:1	OY07_02471:1860-2040
BJ-OY-ctrl-016922:1	OY01_02810:1290-1440
BJ-OY-ctrl-016944:1	OY04_03184:5140-5450
BJ-OY-ctrl-016998:1	OY14_01299:10-280
BJ-OY-ctrl-017057:1	OY05_06807:8320-8600
BJ-OY-ctrl-017083:1	OY14_20923:2780-2890
BJ-OY-ctrl-017185:1	OY15_15630:350-580
BJ-OY-ctrl-017264:1	OY05_05829:1720-1840
BJ-OY-ctrl-017402:1	OY15_05334:5170-5300
BJ-OY-ctrl-017404:1	OY02_00958:530-590
BJ-OY-ctrl-017440:1	OY15_12238:10-180
BJ-OY-ctrl-017574:1	OY14_12769:3030-3220
BJ-OY-ctrl-017741:1	OY15_00328:890-980
BJ-OY-ctrl-017743:1	OY05_06188:1040-1090
BJ-OY-ctrl-017900:1	OY14_21901:660-900
BJ-OY-ctrl-017980:1	OY15_22170:2660-3050
BJ-OY-ctrl-018038:1	OY15_16608:890-1040
BJ-OY-ctrl-018089:1	OY06_01525:230-480
BJ-OY-ctrl-018248:1	OY14_25474:9340-9450
BJ-OY-ctrl-018269:1	OY15_07737:6140-6360
BJ-OY-ctrl-018393:1	OY14_47884:100-190
BJ-OY-ctrl-018394:1	OY04_06002:2390-2590
BJ-OY-ctrl-018428:1	OY03_02542:5590-5890
BJ-OY-ctrl-018448:1	OY14_13965:4180-4300
BJ-OY-ctrl-018549:1	OY14_03536:1080-1290
BJ-OY-ctrl-018633:1	OY08_00294:7840-8100
BJ-OY-ctrl-018644:1	OY01_00721:160-410
BJ-OY-ctrl-018693:1	OY15_12609:3680-3990
BJ-OY-ctrl-018722:1	OY11_02757:2500-2650
BJ-OY-ctrl-018730:1	OY14_14800:13370-13380
BJ-OY-ctrl-018747:1	OY11_06647:6830-7630
BJ-OY-ctrl-018770:1	OY14_33056:5290-5380
BJ-OY-ctrl-018788:1	OY14_19932:5350-5500
BJ-OY-ctrl-018791:1	OY14_31655:250-450
BJ-OY-ctrl-018801:1	OY14_30609:1290-1340
BJ-OY-ctrl-018835:1	OY11_01685:4830-5080
BJ-OY-ctrl-018842:1	OY07_00716:1110-1450
BJ-OY-ctrl-018864:1	OY15_07992:2010-2060
BJ-OY-ctrl-018885:1	OY14_08207:840-1150
BJ-OY-ctrl-018963:1	OY13_02776:9650-10000
BJ-OY-ctrl-019039:1	OY05_04938:7940-7960
BJ-OY-ctrl-019080:1	OY15_04086:730-900
BJ-OY-ctrl-019145:1	OY03_06051:1170-1310
BJ-OY-ctrl-019194:1	OY13_03409:1040-1180
BJ-OY-ctrl-019311:1	OY14_26767:2530-2630
BJ-OY-ctrl-019346:1	OY14_29183:10-60
BJ-OY-ctrl-019350:1	OY14_48094:460-580
BJ-OY-ctrl-019388:1	OY01_04052:740-930
BJ-OY-ctrl-019400:1	OY14_36451:670-800
BJ-OY-ctrl-019422:1	OY04_05070:1000-1190
BJ-OY-ctrl-019459:1	OY14_21667:3120-3480
BJ-OY-ctrl-019476:1	OY13_05606:400-510
BJ-OY-ctrl-019533:1	OY14_50616:10570-10740
BJ-OY-ctrl-019536:1	OY05_02803:3910-4000
BJ-OY-ctrl-019563:1	OY15_12710:530-650
BJ-OY-ctrl-019593:1	OY14_13296:1780-1830
BJ-OY-ctrl-019628:1	OY07_00750:2570-2760
BJ-OY-ctrl-019703:1	OY14_08543:610-700
BJ-OY-ctrl-019746:1	OY14_49887:170-360
BJ-OY-ctrl-019882:1	OY11_01245:160-600
BJ-OY-ctrl-019906:1	OY05_01389:10-150
BJ-OY-ctrl-019909:1	OY05_04438:5040-5350
BJ-OY-ctrl-020099:1	OY03_12063:3420-3600
BJ-OY-ctrl-020123:1	OY14_02138:6100-6280
BJ-OY-ctrl-020128:1	OY08_00574:370-490
BJ-OY-ctrl-020215:1	OY11_02804:2090-2300
BJ-OY-ctrl-020249:1	OY14_41565:4090-4260
BJ-OY-ctrl-020297:1	OY03_03938:340-560
BJ-OY-ctrl-020323:1	OY03_07990:690-850
BJ-OY-ctrl-020346:1	OY11_07719:2440-2540
BJ-OY-ctrl-020350:1	OY04_00895:2590-2750
BJ-OY-ctrl-020386:1	OY15_17442:3790-3850
BJ-OY-ctrl-020429:1	OY14_51530:4170-4380
BJ-OY-ctrl-020462:1	OY14_05376:760-960
BJ-OY-ctrl-020575:1	OY03_03600:1650-1710
BJ-OY-ctrl-020591:1	OY15_00283:10-210
BJ-OY-ctrl-020596:1	OY11_02069:740-850
BJ-OY-ctrl-020713:1	OY15_13929:1700-1750
BJ-OY-ctrl-020714:1	OY06_01179:1860-2130
BJ-OY-ctrl-020740:1	OY14_34802:1710-2190
BJ-OY-ctrl-020810:1	OY05_01688:500-760
BJ-OY-ctrl-020855:1	OY14_37407:230-340
BJ-OY-ctrl-020862:1	OY05_04734:630-800
BJ-OY-ctrl-020897:1	OY14_03036:260-470
BJ-OY-ctrl-020905:1	OY03_10936:5980-6030
BJ-OY-ctrl-020937:1	OY15_12233:1010-1160
BJ-OY-ctrl-020962:1	OY15_12507:2630-2780
BJ-OY-ctrl-020964:1	OY09_00269:9200-9540
BJ-OY-ctrl-021119:1	OY05_03262:5480-5830
BJ-OY-ctrl-021203:1	OY02_00919:10-340
BJ-OY-ctrl-021286:1	OY15_06291:4780-4950
BJ-OY-ctrl-021306:1	OY14_45918:280-420
BJ-OY-ctrl-021411:1	OY11_06313:1430-1780
BJ-OY-ctrl-021412:1	OY14_52282:4330-4510
BJ-OY-ctrl-021426:1	OY14_41174:1830-1970
BJ-OY-ctrl-021454:1	OY14_26517:1050-1220
BJ-OY-ctrl-021485:1	OY11_01203:2610-2750
BJ-OY-ctrl-021509:1	OY14_41410:90-210
BJ-OY-ctrl-021531:1	OY14_12180:2940-3090
BJ-OY-ctrl-021563:1	OY03_06237:4040-4240
BJ-OY-ctrl-021565:1	OY08_00574:1670-1820
BJ-OY-ctrl-021598:1	OY03_09204:1010-1280
BJ-OY-ctrl-021599:1	OY15_12066:750-1120
BJ-OY-ctrl-021722:1	OY04_05784:5510-5830
BJ-OY-ctrl-021732:1	OY14_44739:1190-1270
BJ-OY-ctrl-021860:1	OY14_45367:1240-1450
BJ-OY-ctrl-021862:1	OY03_04722:2160-2290
BJ-OY-ctrl-021873:1	OY15_13507:7680-7840
BJ-OY-ctrl-022013:1	OY15_08715:1540-1720
BJ-OY-ctrl-022046:1	OY15_04510:410-520
BJ-OY-ctrl-022149:1	OY14_11578:430-510
BJ-OY-ctrl-022181:1	OY04_07762:4970-5160
BJ-OY-ctrl-022210:1	OY05_03993:1940-2080
BJ-OY-ctrl-022278:1	OY15_09099:10-330
BJ-OY-ctrl-022423:1	OY14_37316:550-640
BJ-OY-ctrl-022455:1	OY02_00840:1670-1800
BJ-OY-ctrl-022501:1	OY02_00764:80-430
BJ-OY-ctrl-022574:1	OY11_02180:1360-1880
BJ-OY-ctrl-022677:1	OY14_00740:1830-2030
BJ-OY-ctrl-022734:1	OY14_48941:160-380
BJ-OY-ctrl-022772:1	OY14_01731:3690-3800
BJ-OY-ctrl-022861:1	OY04_07870:10-70
BJ-OY-ctrl-022941:1	OY05_05008:2250-2430
BJ-OY-ctrl-022989:1	OY15_20255:5160-5330
BJ-OY-ctrl-023039:1	OY14_39420:130-370
BJ-OY-ctrl-023077:1	OY15_12314:880-990
BJ-OY-ctrl-023137:1	OY05_01468:1200-1410
BJ-OY-ctrl-023217:1	OY14_52674:670-850
BJ-OY-ctrl-023402:1	OY07_01829:1950-2110
BJ-OY-ctrl-023436:1	OY07_02444:140-260
BJ-OY-ctrl-023533:1	OY14_43907:210-350
BJ-OY-ctrl-023559:1	OY14_11476:1770-2070
BJ-OY-ctrl-023576:1	OY14_17287:3410-3620
BJ-OY-ctrl-023594:1	OY15_04936:1210-1260
BJ-OY-ctrl-023722:1	OY14_04185:320-530
BJ-OY-ctrl-023845:1	OY05_06450:1840-1940
BJ-OY-ctrl-023849:1	OY05_04384:10-130
BJ-OY-ctrl-023858:1	OY14_41768:3330-3620
BJ-OY-ctrl-023907:1	OY03_09889:640-800
BJ-OY-ctrl-023930:1	OY14_05421:4620-5000
BJ-OY-ctrl-023958:1	OY14_30434:930-1120
BJ-OY-ctrl-024003:1	OY14_28918:1590-1710
BJ-OY-ctrl-024012:1	OY04_05305:4820-4910
BJ-OY-ctrl-024056:1	OY03_07612:980-1230
BJ-OY-ctrl-024111:1	OY15_15710:170-220
BJ-OY-ctrl-024209:1	OY14_01450:720-830
BJ-OY-ctrl-024216:1	OY15_14748:10-150
BJ-OY-ctrl-024253:1	OY14_14878:960-1130
BJ-OY-ctrl-024326:1	OY11_05547:70-190
BJ-OY-ctrl-024386:1	OY14_17430:620-1150
BJ-OY-ctrl-024413:1	OY14_20645:330-440
BJ-OY-ctrl-024488:1	OY15_06926:3670-3810
BJ-OY-ctrl-024546:1	OY14_40906:800-890
BJ-OY-ctrl-024596:1	OY04_03005:2200-2310
BJ-OY-ctrl-024597:1	OY14_10685:1200-1380
BJ-OY-ctrl-024648:1	OY14_44953:3020-3200
BJ-OY-ctrl-024730:1	OY15_20315:1250-1410
BJ-OY-ctrl-024751:1	OY13_04727:470-580
BJ-OY-ctrl-024764:1	OY14_37671:4220-4510
BJ-OY-ctrl-024765:1	OY01_03235:420-640
BJ-OY-ctrl-024770:1	OY14_12180:2120-2400
BJ-OY-ctrl-024804:1	OY03_07544:1670-1900
BJ-OY-ctrl-024814:1	OY14_25644:200-250
BJ-OY-ctrl-024826:1	OY14_13749:3440-3620
BJ-OY-ctrl-024845:1	OY14_39673:4330-4580
BJ-OY-ctrl-024862:1	OY07_00230:2810-2860
BJ-OY-ctrl-024890:1	OY04_02423:6780-6860
BJ-OY-ctrl-024895:1	OY14_52647:1160-1390
BJ-OY-ctrl-024905:1	OY15_09215:4500-4590
BJ-OY-ctrl-024963:1	OY14_11019:4710-4800
BJ-OY-ctrl-025052:1	OY04_05106:2660-2770
BJ-OY-ctrl-025170:1	OY03_10606:2870-3170
BJ-OY-ctrl-025215:1	OY05_05265:1020-1150
BJ-OY-ctrl-025228:1	OY04_09055:1040-1220
BJ-OY-ctrl-025257:1	OY04_06568:170-620
BJ-OY-ctrl-025356:1	OY14_53818:1960-2140
BJ-OY-ctrl-025358:1	OY14_48368:10-70
BJ-OY-ctrl-025437:1	OY15_13376:880-1040
BJ-OY-ctrl-025557:1	OY14_07120:430-610
BJ-OY-ctrl-025619:1	OY04_00943:420-480
BJ-OY-ctrl-025682:1	OY11_00978:6520-6800
BJ-OY-ctrl-025683:1	OY14_18898:160-290
BJ-OY-ctrl-025751:1	OY06_02109:150-590
BJ-OY-ctrl-025837:1	OY14_23410:1050-1160
BJ-OY-ctrl-025844:1	OY14_49318:5820-6040
BJ-OY-ctrl-026000:1	OY05_02739:720-1200
BJ-OY-ctrl-026002:1	OY15_05560:2900-3300
BJ-OY-ctrl-026067:1	OY04_01109:170-280
BJ-OY-ctrl-026098:1	OY14_50790:5720-5970
BJ-OY-ctrl-026165:1	OY14_51772:770-940
BJ-OY-ctrl-026192:1	OY14_50915:10-140
BJ-OY-ctrl-026245:1	OY14_10493:1580-1710
BJ-OY-ctrl-026249:1	OY15_14841:240-360
BJ-OY-ctrl-026252:1	OY13_06781:720-1020
BJ-OY-ctrl-026255:1	OY05_01116:1010-1470
BJ-OY-ctrl-026288:1	OY15_15417:270-580
BJ-OY-ctrl-026322:1	OY03_09691:130-230
BJ-OY-ctrl-026358:1	OY08_00905:1430-1520
BJ-OY-ctrl-026413:1	OY05_04020:650-750
BJ-OY-ctrl-026431:1	OY14_35974:390-560
BJ-OY-ctrl-026472:1	OY05_06462:1600-1900
BJ-OY-ctrl-026580:1	OY04_03619:4970-5070
BJ-OY-ctrl-026636:1	OY15_16902:1610-1790
BJ-OY-ctrl-026779:1	OY15_01362:5310-5530
BJ-OY-ctrl-026784:1	OY14_17470:730-950
BJ-OY-ctrl-026887:1	OY14_21471:10-110
BJ-OY-ctrl-026920:1	OY14_19394:70-230
BJ-OY-ctrl-026987:1	OY15_14709:3330-3810
BJ-OY-ctrl-027171:1	OY05_03001:1740-1880
BJ-OY-ctrl-027326:1	OY14_04492:1330-1550
BJ-OY-ctrl-027331:1	OY14_21246:3140-3390
BJ-OY-ctrl-064427:1	OY04_00207:6520-6860
